-1.461675167083740234e+00,1.321893334388732910e+00
-1.294704675674438477e+00,1.251950740814208984e+00
-1.221544504165649414e+00,1.341287732124328613e+00
1.478994607925415039e+00,-1.543092131614685059e+00
-1.366495251655578613e+00,1.244393229484558105e+00
1.524411201477050781e+00,-1.383678317070007324e+00
-1.260439991950988770e+00,1.247053742408752441e+00
-1.215793132781982422e+00,1.146090507507324219e+00
1.602737069129943848e+00,-1.473994493484497070e+00
1.412418723106384277e+00,-1.554580569267272949e+00
